n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,wait_time
192049,KNBC,MCAS BEAUFORT,000000093372,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-09-25 13:23:00,2020-09-25 13:55:00,2020-09-25 14:00:00,SO,FE3,null,null,null,null,Consumable,0.02,ConUS,PAOZZN,2020-09-25,2020-09-25 13:23:00,2020-09-25 13:23:00,null,1,null,2,J85,2020-09-25 13:23:00,GIE Demand,false,0.022222223
192050,S044,NEVATIM AIR BASE,000000043924,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2023-01-25 11:55:00,2023-01-29 10:46:00,2023-01-30 07:06:00,SO,I116,null,null,null,null,Consumable,3.93,OConUS,PAOZZN,2023-01-25,2023-01-25 11:55:00,2023-01-25 11:55:00,null,1,null,2,J85,2023-01-25 11:55:00,GIE Demand,false,3.9520833
192051,KNLC,NAS LEMOORE,000000080750,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-11-03 16:07:00,2022-11-03 16:10:00,2022-11-03 16:11:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-11-03,2022-11-03 16:07:00,2022-11-03 16:07:00,null,1,null,2,J85,2022-11-03 16:07:00,GIE Demand,false,0.0020833334
192052,KNBC,MCAS BEAUFORT,000000125238,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-02-11 13:25:00,2022-02-11 13:50:00,2022-02-11 14:10:00,SO,BPFF,null,null,null,null,Consumable,0.02,ConUS,PAOZZN,2022-02-11,2022-02-11 13:25:00,2022-02-11 13:25:00,null,1,null,2,J85,2022-02-11 13:25:00,GIE Demand,false,0.017361112
192053,S048,null,000000001969,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,null,Invoiced/Closed,2018-02-16 01:00:00,2018-02-21 03:29:00,2018-02-22 12:18:00,SO,34FD,null,null,null,null,Consumable,5.08,null,PAOZZN,2018-02-16,2018-02-16 01:00:00,2018-02-16 01:00:00,null,1,null,2,J85,2018-02-16 01:00:00,GIE Demand,false,5.103472
192054,EGYM,RAF MARHAM,000000035147,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2021-09-28 15:35:00,2021-09-29 12:35:00,2021-09-29 12:53:00,SO,MRM,null,null,null,null,Consumable,0.87,OConUS,PAOZZN,2021-09-28,2021-09-28 15:35:00,2021-09-28 15:35:00,null,1,null,2,J85,2021-09-28 15:35:00,GIE Demand,false,0.875
1301,KLUF,LUKE AFB,000000072486,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-07-19 12:21:00,2018-07-19 12:38:00,2018-07-19 12:43:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-07-19,2018-07-19 12:21:00,2018-07-19 12:22:00,null,1,null,3,J56,2018-07-19 12:21:00,GIE Demand,false,0.011805556
1302,KLUF,LUKE AFB,000000130869,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-12-19 01:37:00,2019-12-19 01:47:00,2019-12-19 02:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-12-19,2019-12-19 01:37:00,2019-12-19 01:37:00,null,1,null,3,J56,2019-12-19 01:37:00,GIE Demand,false,0.0069444445
1303,KLUF,LUKE AFB,000000136042,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-10 23:45:00,2020-02-11 00:03:00,2020-02-11 00:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-10,2020-02-10 23:45:00,2020-02-10 23:45:00,null,1,null,3,J56,2020-02-10 23:45:00,GIE Demand,false,0.0125
1304,KLUF,LUKE AFB,000000171346,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-30 15:56:00,2020-10-30 16:07:00,2020-10-30 16:08:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-30,2020-10-30 15:56:00,2020-10-30 15:56:00,null,1,null,3,J56,2020-10-30 15:56:00,GIE Demand,false,0.007638889
1305,KLUF,LUKE AFB,000000107154,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-05-31 12:19:00,2019-05-31 12:31:00,2019-05-31 12:41:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-05-31,2019-05-31 12:19:00,2019-05-31 12:20:00,null,1,null,3,J56,2019-05-31 12:19:00,GIE Demand,false,0.008333334
1306,KLUF,LUKE AFB,000000252658,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-08-19 15:06:00,2022-08-19 15:18:00,2022-08-19 15:26:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-08-19,2022-08-19 15:06:00,2022-08-19 15:06:00,null,1,null,3,J56,2022-08-19 15:06:00,GIE Demand,false,0.008333334
1307,KLUF,LUKE AFB,000000172705,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-11-12 14:56:00,2020-11-12 15:14:00,2020-11-12 15:17:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-11-12,2020-11-12 14:56:00,2020-11-12 14:56:00,null,1,null,3,J56,2020-11-12 14:56:00,GIE Demand,false,0.0125
1308,KLUF,LUKE AFB,000000100662,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-04-04 17:35:00,2019-04-04 17:56:00,2019-04-04 18:19:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-04-04,2019-04-04 17:35:00,2019-04-04 17:35:00,null,1,null,3,J56,2019-04-04 17:35:00,GIE Demand,false,0.014583333
1309,KLUF,LUKE AFB,000000162372,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-08-27 15:18:00,2020-08-27 15:30:00,2020-08-27 15:35:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-08-27,2020-08-27 15:18:00,2020-08-27 15:18:00,null,1,null,3,J56,2020-08-27 15:18:00,GIE Demand,false,0.008333334
1310,KLUF,LUKE AFB,000000258654,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-09-28 14:48:00,2022-09-28 14:58:00,2022-09-28 15:08:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-09-28,2022-09-28 14:48:00,2022-09-28 14:48:00,null,1,null,3,J56,2022-09-28 14:48:00,GIE Demand,false,0.0069444445
1311,KLUF,LUKE AFB,000000043048,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-07-19 18:13:00,2017-07-19 18:34:00,2017-07-19 18:44:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-07-19,2017-07-19 18:13:00,2017-07-19 18:13:00,null,1,null,3,J56,2017-07-19 18:13:00,GIE Demand,false,0.014583333
1312,KLUF,LUKE AFB,000000173311,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-11-17 14:31:00,2020-11-17 14:45:00,2020-11-17 15:31:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-11-17,2020-11-17 14:31:00,2020-11-17 14:31:00,null,1,null,3,J56,2020-11-17 14:31:00,GIE Demand,false,0.009722223
1313,KLUF,LUKE AFB,000000046260,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-09-05 21:22:00,2017-09-05 21:32:00,2017-09-05 21:38:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-09-05,2017-09-05 21:22:00,2017-09-05 21:22:00,null,1,null,3,J56,2017-09-05 21:22:00,GIE Demand,false,0.0069444445
1314,KLUF,LUKE AFB,000000232761,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-03-28 13:35:00,2022-03-28 13:47:00,2022-03-28 13:50:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-03-28,2022-03-28 13:35:00,2022-03-28 13:35:00,null,1,null,3,J56,2022-03-28 13:35:00,GIE Demand,false,0.008333334
1315,KLUF,LUKE AFB,000000154199,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-06-26 13:56:00,2020-06-26 14:14:00,2020-06-26 14:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-06-26,2020-06-26 13:56:00,2020-06-26 13:56:00,null,1,null,3,J56,2020-06-26 13:56:00,GIE Demand,false,0.0125
1316,KLUF,LUKE AFB,000000248394,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-07-21 14:50:00,2022-07-21 14:59:00,2022-07-21 16:35:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-07-21,2022-07-21 14:50:00,2022-07-21 14:50:00,null,1,null,3,J56,2022-07-21 14:50:00,GIE Demand,false,0.00625
1317,KLUF,LUKE AFB,000000269722,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-12-27 17:48:00,2022-12-27 17:56:00,2022-12-27 18:00:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-12-27,2022-12-27 17:48:00,2022-12-27 17:48:00,null,1,null,3,J56,2022-12-27 17:48:00,GIE Demand,false,0.0055555557
1318,KLUF,LUKE AFB,000000240011,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-05-18 14:21:00,2022-05-18 14:29:00,2022-05-18 14:33:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-05-18,2022-05-18 14:21:00,2022-05-18 14:21:00,null,1,null,3,J56,2022-05-18 14:21:00,GIE Demand,false,0.0055555557
1319,KLUF,LUKE AFB,000000041403,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-06-22 15:59:00,2017-06-22 16:17:00,2017-06-22 21:37:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-06-22,2017-06-22 15:59:00,2017-06-22 15:59:00,null,1,null,3,J56,2017-06-22 15:59:00,GIE Demand,false,0.0125
1320,KLUF,LUKE AFB,000000055831,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-01-04 17:10:00,2018-01-04 17:26:00,2018-01-04 19:42:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-01-04,2018-01-04 17:10:00,2018-01-04 17:10:00,null,1,null,3,J56,2018-01-04 17:10:00,GIE Demand,false,0.011111111
192055,KNLC,NAS LEMOORE,000000079661,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-10-17 18:59:00,2022-10-17 19:01:00,2022-10-17 19:02:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-10-17,2022-10-17 18:59:00,2022-10-17 18:59:00,null,1,null,2,J85,2022-10-17 18:59:00,GIE Demand,false,0.0013888889
192056,KNBC,MCAS BEAUFORT,000000061004,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2019-01-17 05:12:00,2019-01-17 05:44:00,2019-01-17 06:40:00,SO,FE3,null,null,null,null,Consumable,0.02,ConUS,PAOZZN,2019-01-17,2019-01-17 05:12:00,2019-01-17 05:12:00,null,1,null,2,J85,2019-01-17 05:12:00,GIE Demand,false,0.022222223
192057,KNLC,NAS LEMOORE,000000071731,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-06-08 18:03:00,2022-06-08 18:05:00,2022-06-08 18:07:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-06-08,2022-06-08 18:03:00,2022-06-08 18:03:00,null,1,null,2,J85,2022-06-08 18:03:00,GIE Demand,false,0.0013888889
192058,KNLC,NAS LEMOORE,000000065264,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-02-25 16:18:00,2022-02-25 16:24:00,2022-02-25 16:29:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-02-25,2022-02-25 16:18:00,2022-02-25 16:18:00,null,1,null,2,J85,2022-02-25 16:18:00,GIE Demand,false,0.004166667
192059,KNBC,MCAS BEAUFORT,000000135096,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-09-12 17:44:00,2022-09-12 17:48:00,2022-09-12 18:04:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-09-12,2022-09-12 17:44:00,2022-09-12 17:44:00,null,1,null,2,J85,2022-09-12 17:44:00,GIE Demand,false,0.0027777778
192060,KNBC,MCAS BEAUFORT,000000055883,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2018-09-25 04:41:00,2018-09-25 08:48:00,2018-09-25 09:32:00,SO,FE3,null,null,null,null,Consumable,0.17,ConUS,PAOZZN,2018-09-25,2018-09-25 04:41:00,2018-09-25 04:41:00,null,1,null,2,J85,2018-09-25 04:41:00,GIE Demand,false,0.17152777
192061,S044,NEVATIM AIR BASE,000000031098,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2021-11-24 13:41:00,2021-11-24 14:51:00,2021-11-25 07:41:00,SO,IPTC,null,null,null,null,Consumable,0.05,OConUS,PAOZZN,2021-11-24,2021-11-24 13:41:00,2021-11-24 13:41:00,null,1,null,2,J85,2021-11-24 13:41:00,GIE Demand,false,0.048611112
192062,KNLC,NAS LEMOORE,000000084174,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2023-01-20 18:40:00,2023-01-20 18:45:00,2023-01-20 19:17:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2023-01-20,2023-01-20 18:40:00,2023-01-20 18:40:00,null,1,null,2,J85,2023-01-20 18:40:00,GIE Demand,false,0.0034722222
192063,EGYM,RAF MARHAM,000000054489,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2023-01-24 12:29:00,2023-01-24 12:35:00,2023-01-24 12:41:00,SO,MRM,null,null,null,null,Consumable,0,OConUS,PAOZZN,2023-01-24,2023-01-24 12:29:00,2023-01-24 12:29:00,null,1,null,2,J85,2023-01-24 12:29:00,GIE Demand,false,0.004166667
192064,KNBC,MCAS BEAUFORT,000000037912,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2017-09-18 13:23:00,2017-09-18 13:26:00,2017-09-18 13:33:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2017-09-18,2017-09-18 13:23:00,2017-09-18 13:23:00,null,1,null,2,J85,2017-09-18 13:23:00,GIE Demand,false,0.0020833334
192065,KNLC,NAS LEMOORE,000000056110,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-08-05 18:16:00,2021-08-05 18:21:00,2021-08-05 18:29:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-08-05,2021-08-05 18:16:00,2021-08-05 18:16:00,null,1,null,2,J85,2021-08-05 18:16:00,GIE Demand,false,0.0034722222
192066,KNBC,MCAS BEAUFORT,000000112629,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-07-07 11:23:00,2021-07-07 11:40:00,2021-07-07 11:48:00,SO,BPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2021-07-07,2021-07-07 11:23:00,2021-07-07 11:23:00,null,1,null,2,J85,2021-07-07 11:23:00,GIE Demand,false,0.011805556
192067,KNYL,MCAS YUMA,000000072727,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-02-01 22:48:00,2021-02-02 00:11:00,2021-02-02 02:38:00,SO,GE3,null,null,null,null,Consumable,0.06,ConUS,PAOZZN,2021-02-01,2021-02-01 22:48:00,2021-02-01 22:48:00,null,1,null,2,J85,2021-02-01 22:48:00,GIE Demand,false,0.057638887
192068,KNBC,MCAS BEAUFORT,000000091877,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-09-02 14:36:00,2020-09-02 16:00:00,2020-09-02 17:20:00,SO,BPFF,null,null,null,null,Consumable,0.06,ConUS,PAOZZN,2020-09-02,2020-09-02 14:36:00,2020-09-02 14:36:00,null,1,null,2,J85,2020-09-02 14:36:00,GIE Demand,false,0.058333334
192069,YWLM,RAAF WILLIAMTOWN,000000022198,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2021-04-30 01:11:00,2021-04-30 02:51:00,2021-04-30 04:05:00,SO,3SQN,null,null,null,null,Consumable,0.07,OConUS,PAOZZN,2021-04-30,2021-04-30 01:11:00,2021-04-30 01:11:00,null,1,null,2,J85,2021-04-30 01:11:00,GIE Demand,false,0.06944445
192070,YWLM,RAAF WILLIAMTOWN,000000043051,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-06-17 06:03:00,2022-06-17 06:06:00,2022-06-17 06:08:00,SO,WPFF,null,null,null,null,Consumable,0,OConUS,PAOZZN,2022-06-17,2022-06-17 06:03:00,2022-06-17 06:03:00,null,1,null,2,J85,2022-06-17 06:03:00,GIE Demand,false,0.0020833334
192071,KNLC,NAS LEMOORE,000000035341,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2020-05-21 14:59:00,2020-05-21 15:07:00,2020-05-21 15:17:00,SO,LPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2020-05-21,2020-05-21 14:59:00,2020-05-21 14:59:00,null,1,null,2,J85,2020-05-21 14:59:00,GIE Demand,false,0.0055555557
192072,S044,NEVATIM AIR BASE,000000032710,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2022-01-11 17:13:00,2022-01-12 09:47:00,2022-01-13 05:32:00,SO,IPTC,null,null,null,null,Consumable,0.69,OConUS,PAOZZN,2022-01-11,2022-01-11 17:13:00,2022-01-11 17:13:00,null,1,null,2,J85,2022-01-11 17:13:00,GIE Demand,false,0.69027776
192073,YWLM,RAAF WILLIAMTOWN,000000025163,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2021-06-28 02:03:00,2021-06-28 02:13:00,2021-06-28 02:15:00,SO,WPFF,null,null,null,null,Consumable,0.01,OConUS,PAOZZN,2021-06-28,2021-06-28 02:03:00,2021-06-28 02:03:00,null,1,null,2,J85,2021-06-28 02:03:00,GIE Demand,false,0.0069444445
1321,KLUF,LUKE AFB,000000147385,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-05-12 15:20:00,2020-05-12 15:35:00,2020-05-12 15:38:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-05-12,2020-05-12 15:20:00,2020-05-12 15:20:00,null,1,null,3,J56,2020-05-12 15:20:00,GIE Demand,false,0.010416667
1322,KLUF,LUKE AFB,000000115851,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-08-13 13:56:00,2019-08-13 14:07:00,2019-08-13 14:10:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-08-13,2019-08-13 13:56:00,2019-08-13 13:56:00,null,1,null,3,J56,2019-08-13 13:56:00,GIE Demand,false,0.007638889
1323,KLUF,LUKE AFB,000000047564,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-09-15 17:22:00,2017-09-15 17:39:00,2017-09-15 17:45:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-09-15,2017-09-15 17:22:00,2017-09-15 17:23:00,null,1,null,3,J56,2017-09-15 17:22:00,GIE Demand,false,0.011805556
1324,KLUF,LUKE AFB,000000072169,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-07-16 22:10:00,2018-07-16 22:20:00,2018-07-16 22:26:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-07-16,2018-07-16 22:10:00,2018-07-16 22:10:00,null,1,null,3,J56,2018-07-16 22:10:00,GIE Demand,false,0.0069444445
1325,KLUF,LUKE AFB,000000139482,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-03-06 00:38:00,2020-03-06 00:49:00,2020-03-06 00:52:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-03-06,2020-03-06 00:38:00,2020-03-06 00:38:00,null,1,null,3,J56,2020-03-06 00:38:00,GIE Demand,false,0.007638889
1326,KLUF,LUKE AFB,000000154203,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-06-26 14:02:00,2020-06-26 14:14:00,2020-06-26 14:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-06-26,2020-06-26 14:02:00,2020-06-26 14:02:00,null,1,null,3,J56,2020-06-26 14:02:00,GIE Demand,false,0.008333334
1327,KLUF,LUKE AFB,000000259453,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-10-04 15:11:00,2022-10-04 15:20:00,2022-10-04 15:25:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-10-04,2022-10-04 15:11:00,2022-10-04 15:11:00,null,1,null,3,J56,2022-10-04 15:11:00,GIE Demand,false,0.00625
1328,KLUF,LUKE AFB,000000110287,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-06-25 03:13:00,2019-06-25 03:27:00,2019-06-25 04:05:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-06-25,2019-06-25 03:13:00,2019-06-25 03:13:00,null,1,null,3,J56,2019-06-25 03:13:00,GIE Demand,false,0.009722223
1329,KLUF,LUKE AFB,000000032853,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-02-14 16:43:00,2017-02-14 16:51:00,2017-02-14 16:55:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-02-14,2017-02-14 16:43:00,2017-02-14 16:43:00,null,1,null,3,J56,2017-02-14 16:43:00,GIE Demand,false,0.0055555557
1330,KLUF,LUKE AFB,000000156552,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-07-17 16:20:00,2020-07-17 16:28:00,2020-07-17 16:32:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-07-17,2020-07-17 16:20:00,2020-07-17 16:20:00,null,1,null,3,J56,2020-07-17 16:20:00,GIE Demand,false,0.0055555557
1331,KLUF,LUKE AFB,000000084554,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-11-07 22:25:00,2018-11-07 22:41:00,2018-11-07 22:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-11-07,2018-11-07 22:25:00,2018-11-07 22:25:00,null,1,null,3,J56,2018-11-07 22:25:00,GIE Demand,false,0.011111111
1332,KLUF,LUKE AFB,000000047961,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-09-20 19:00:00,2017-09-20 19:15:00,2017-09-20 19:31:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-09-20,2017-09-20 19:00:00,2017-09-20 19:00:00,null,1,null,3,J56,2017-09-20 19:00:00,GIE Demand,false,0.010416667
