n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,target
193161,EGYM,RAF MARHAM,1529,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,7/5/2018 7:34,8/15/2018 21:33,8/21/2018 11:15,SO,617B,null,null,null,null,Consumable,41.37,OConUS,PAOOOP,7/5/2018,7/5/2018 7:34,7/5/2018 7:34,null,1,null,2,J89,7/5/2018 7:34,GIE Demand,FALSE,41.582638
193162,KNBC,MCAS BEAUFORT,124375,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,1/26/2022 18:10,1/26/2022 20:05,1/26/2022 23:42,SO,FE3,null,null,null,null,Consumable,0.08,ConUS,PAOOOP,1/26/2022,1/26/2022 18:10,1/26/2022 18:10,null,1,null,2,J89,1/26/2022 18:10,GIE Demand,FALSE,0.07986111
2241,KHIF,HILL AFB,125344,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/16/2021 4:16,11/16/2021 4:26,11/16/2021 14:23,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/16/2021,11/16/2021 4:16,11/16/2021 4:16,null,1,null,2,J56,11/16/2021 4:16,GIE Demand,FALSE,0.006944445
2242,KHIF,HILL AFB,81036,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/25/2020 22:08,2/25/2020 22:20,2/25/2020 22:30,SO,4FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/25/2020,2/25/2020 22:08,2/25/2020 22:08,null,1,null,2,J56,2/25/2020 22:08,GIE Demand,FALSE,0.008333334
2243,KHIF,HILL AFB,120516,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/20/2021 15:34,9/20/2021 15:47,9/20/2021 15:53,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/20/2021,9/20/2021 15:34,9/20/2021 15:34,null,1,null,2,J56,9/20/2021 15:34,GIE Demand,FALSE,0.009027778
2244,KHIF,HILL AFB,71281,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/8/2019 20:50,10/8/2019 21:04,10/8/2019 21:07,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/8/2019,10/8/2019 20:50,10/8/2019 20:50,null,1,null,2,J56,10/8/2019 20:50,GIE Demand,FALSE,0.009722223
2245,KHIF,HILL AFB,135380,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/8/2022 18:10,4/8/2022 18:18,4/12/2022 18:00,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/8/2022,4/8/2022 18:10,4/8/2022 18:10,null,1,null,2,J56,4/8/2022 18:10,GIE Demand,FALSE,0.005555556
2246,KHIF,HILL AFB,126562,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/1/2021 16:06,12/1/2021 16:20,12/1/2021 16:28,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/1/2021,12/1/2021 16:06,12/1/2021 16:06,null,1,null,2,J56,12/1/2021 16:06,GIE Demand,FALSE,0.009722223
2247,KHIF,HILL AFB,99057,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/25/2020 23:43,11/25/2020 23:52,11/25/2020 23:56,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/25/2020,11/25/2020 23:43,11/25/2020 23:43,null,1,null,2,J56,11/25/2020 23:43,GIE Demand,FALSE,0.00625
2248,KHIF,HILL AFB,144737,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/31/2022 15:23,8/31/2022 15:38,8/31/2022 16:00,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/31/2022,8/31/2022 15:23,8/31/2022 15:23,null,1,null,2,J56,8/31/2022 15:23,GIE Demand,FALSE,0.010416667
2249,KHIF,HILL AFB,142882,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/11/2022 0:14,8/11/2022 0:26,8/11/2022 0:27,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/11/2022,8/11/2022 0:14,8/11/2022 0:14,null,1,null,2,J56,8/11/2022 0:14,GIE Demand,FALSE,0.008333334
2250,KHIF,HILL AFB,90439,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/30/2020 2:52,7/30/2020 3:01,7/30/2020 3:03,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/30/2020,7/30/2020 2:52,7/30/2020 2:52,null,1,null,2,J56,7/30/2020 2:52,GIE Demand,FALSE,0.00625
2251,KHIF,HILL AFB,98718,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/19/2020 17:48,11/19/2020 17:58,11/19/2020 18:02,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/19/2020,11/19/2020 17:48,11/19/2020 17:48,null,1,null,2,J56,11/19/2020 17:48,GIE Demand,FALSE,0.006944445
2252,KHIF,HILL AFB,129634,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/21/2022 0:22,1/21/2022 0:31,1/21/2022 0:36,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/21/2022,1/21/2022 0:22,1/21/2022 0:22,null,1,null,2,J56,1/21/2022 0:22,GIE Demand,FALSE,0.00625
2253,KHIF,HILL AFB,82824,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,3/24/2020 19:15,3/24/2020 19:26,3/24/2020 19:27,SO,4FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,3/24/2020,3/24/2020 19:15,3/24/2020 19:15,null,1,null,2,J56,3/24/2020 19:15,GIE Demand,FALSE,0.007638889
2254,KHIF,HILL AFB,72596,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/24/2019 23:54,10/25/2019 0:04,10/25/2019 0:07,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/24/2019,10/24/2019 23:54,10/24/2019 23:54,null,1,null,2,J56,10/24/2019 23:54,GIE Demand,FALSE,0.006944445
2255,KHIF,HILL AFB,88686,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/1/2020 16:01,7/1/2020 16:13,7/1/2020 16:16,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/1/2020,7/1/2020 16:01,7/1/2020 16:01,null,1,null,2,J56,7/1/2020 16:01,GIE Demand,FALSE,0.008333334
2256,KHIF,HILL AFB,85990,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/13/2020 17:59,5/13/2020 18:10,5/13/2020 18:25,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/13/2020,5/13/2020 17:59,5/13/2020 17:59,null,1,null,2,J56,5/13/2020 17:59,GIE Demand,FALSE,0.007638889
2257,KHIF,HILL AFB,70886,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/3/2019 17:28,10/3/2019 17:38,10/3/2019 17:39,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/3/2019,10/3/2019 17:28,10/3/2019 17:28,null,1,null,2,J56,10/3/2019 17:28,GIE Demand,FALSE,0.006944445
2258,KHIF,HILL AFB,74611,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/20/2019 19:32,11/20/2019 19:51,11/20/2019 20:39,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/20/2019,11/20/2019 19:32,11/20/2019 19:32,null,1,null,2,J56,11/20/2019 19:32,GIE Demand,FALSE,0.013194445
2259,KHIF,HILL AFB,152278,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/2/2022 1:04,12/2/2022 1:15,12/2/2022 1:36,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/2/2022,12/2/2022 1:04,12/2/2022 1:04,null,1,null,2,J56,12/2/2022 1:04,GIE Demand,FALSE,0.007638889
2260,KHIF,HILL AFB,113768,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/24/2021 16:07,6/24/2021 16:28,6/24/2021 17:15,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/24/2021,6/24/2021 16:07,6/24/2021 16:07,null,1,null,2,J56,6/24/2021 16:07,GIE Demand,FALSE,0.014583333
2261,KHIF,HILL AFB,75502,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/4/2019 6:05,12/4/2019 6:14,12/4/2019 6:17,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/4/2019,12/4/2019 6:05,12/4/2019 6:05,null,1,null,2,J56,12/4/2019 6:05,GIE Demand,FALSE,0.00625
2262,KHIF,HILL AFB,84999,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/29/2020 16:39,4/29/2020 16:51,4/29/2020 17:02,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/29/2020,4/29/2020 16:39,4/29/2020 16:39,null,1,null,2,J56,4/29/2020 16:39,GIE Demand,FALSE,0.008333334
2263,KHIF,HILL AFB,153756,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/6/2023 5:49,1/6/2023 5:59,1/6/2023 6:01,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/6/2023,1/6/2023 5:49,1/6/2023 5:49,null,1,null,2,J56,1/6/2023 5:49,GIE Demand,FALSE,0.006944445
2264,KHIF,HILL AFB,113391,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/17/2021 1:04,6/17/2021 1:14,6/17/2021 1:19,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/17/2021,6/17/2021 1:04,6/17/2021 1:04,null,1,null,2,J56,6/17/2021 1:04,GIE Demand,FALSE,0.006944445
2265,KHIF,HILL AFB,116390,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/28/2021 15:03,7/28/2021 15:14,7/28/2021 15:20,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/28/2021,7/28/2021 15:03,7/28/2021 15:03,null,1,null,2,J56,7/28/2021 15:03,GIE Demand,FALSE,0.007638889
2266,KHIF,HILL AFB,112586,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/4/2021 1:37,6/4/2021 1:58,6/4/2021 2:23,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/4/2021,6/4/2021 1:37,6/4/2021 1:37,null,1,null,2,J56,6/4/2021 1:37,GIE Demand,FALSE,0.014583333
2267,KHIF,HILL AFB,129513,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/20/2022 2:07,1/20/2022 2:18,1/20/2022 2:23,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/20/2022,1/20/2022 2:07,1/20/2022 2:07,null,1,null,2,J56,1/20/2022 2:07,GIE Demand,FALSE,0.007638889
2268,KHIF,HILL AFB,155972,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/3/2023 17:46,2/3/2023 18:06,2/3/2023 18:10,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/3/2023,2/3/2023 17:46,2/3/2023 17:46,null,1,null,2,J56,2/3/2023 17:46,GIE Demand,FALSE,0.013888889
2269,KHIF,HILL AFB,147328,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/28/2022 20:05,9/28/2022 20:22,9/29/2022 0:37,SO,4FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/28/2022,9/28/2022 20:05,9/28/2022 20:05,null,1,null,2,J56,9/28/2022 20:05,GIE Demand,FALSE,0.011805556
2270,KHIF,HILL AFB,121512,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/30/2021 17:30,9/30/2021 17:44,9/30/2021 18:00,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/30/2021,9/30/2021 17:30,9/30/2021 17:30,null,1,null,2,J56,9/30/2021 17:30,GIE Demand,FALSE,0.009722223
2271,KHIF,HILL AFB,132273,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/24/2022 0:09,2/24/2022 0:28,2/24/2022 0:54,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/24/2022,2/24/2022 0:09,2/24/2022 0:09,null,1,null,2,J56,2/24/2022 0:09,GIE Demand,FALSE,0.013194445
2272,KHIF,HILL AFB,89225,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/11/2020 1:38,7/11/2020 1:51,7/11/2020 1:53,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/11/2020,7/11/2020 1:38,7/11/2020 1:38,null,1,null,2,J56,7/11/2020 1:38,GIE Demand,FALSE,0.009027778
2273,KHIF,HILL AFB,121995,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/6/2021 14:39,10/6/2021 14:48,10/6/2021 14:51,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/6/2021,10/6/2021 14:39,10/6/2021 14:40,null,1,null,2,J56,10/6/2021 14:39,GIE Demand,FALSE,0.00625
2274,KHIF,HILL AFB,118082,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/18/2021 15:58,8/18/2021 16:16,8/18/2021 16:31,SO,4FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/18/2021,8/18/2021 15:58,8/18/2021 15:58,null,1,null,2,J56,8/18/2021 15:58,GIE Demand,FALSE,0.0125
2275,KHIF,HILL AFB,105814,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,3/3/2021 3:50,3/3/2021 4:01,3/3/2021 4:04,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,3/3/2021,3/3/2021 3:50,3/3/2021 3:50,null,1,null,2,J56,3/3/2021 3:50,GIE Demand,FALSE,0.007638889
2276,KHIF,HILL AFB,126677,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/2/2021 16:26,12/2/2021 16:46,12/2/2021 16:48,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/2/2021,12/2/2021 16:26,12/2/2021 16:26,null,1,null,2,J56,12/2/2021 16:26,GIE Demand,FALSE,0.013888889
2277,KHIF,HILL AFB,83852,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/14/2020 17:46,4/14/2020 17:55,4/14/2020 18:27,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/14/2020,4/14/2020 17:46,4/14/2020 17:46,null,1,null,2,J56,4/14/2020 17:46,GIE Demand,FALSE,0.00625
2278,KHIF,HILL AFB,75642,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/5/2019 15:25,12/5/2019 15:44,12/5/2019 15:52,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/5/2019,12/5/2019 15:25,12/5/2019 15:25,null,1,null,2,J56,12/5/2019 15:25,GIE Demand,FALSE,0.013194445
2279,KHIF,HILL AFB,122059,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/6/2021 20:29,10/6/2021 20:40,10/6/2021 20:52,SO,4FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/6/2021,10/6/2021 20:29,10/6/2021 20:30,null,1,null,2,J56,10/6/2021 20:29,GIE Demand,FALSE,0.007638889
2280,KHIF,HILL AFB,81828,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,3/6/2020 19:03,3/6/2020 19:14,3/6/2020 19:47,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,3/6/2020,3/6/2020 19:03,3/6/2020 19:03,null,1,null,2,J56,3/6/2020 19:03,GIE Demand,FALSE,0.007638889
193163,S118,ANG BURLINGTON,2572,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,11/5/2019 18:56,11/5/2019 20:19,11/6/2019 12:00,SO,158S,null,null,null,null,Consumable,0.06,ConUS,PAOOOP,11/5/2019,11/5/2019 18:56,11/5/2019 18:56,null,1,null,2,J89,11/5/2019 18:56,GIE Demand,FALSE,0.057638887
193164,YWLM,RAAF WILLIAMTOWN,53076,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:48,1/23/2023 0:38,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0138888
193165,KNLC,NAS LEMOORE,64614,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 8:09,2/9/2022 19:02,2/9/2022 22:55,SO,PJ2,null,null,null,null,Consumable,0.45,ConUS,PAOOOP,2/9/2022,2/9/2022 8:09,2/9/2022 8:09,null,1,null,2,J89,2/9/2022 8:09,GIE Demand,FALSE,0.45347223
193166,YWLM,RAAF WILLIAMTOWN,51013,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,11/21/2022 23:12,11/22/2022 21:43,11/22/2022 22:41,SO,77SQ,null,null,null,null,Consumable,0.93,OConUS,PAOOOP,11/21/2022,11/21/2022 23:12,11/21/2022 23:12,null,1,null,2,J89,11/21/2022 23:12,GIE Demand,FALSE,0.93819445
193167,KNYL,MCAS YUMA,52314,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:38,9/19/2019 13:22,9/19/2019 18:51,SO,GJ3,null,null,null,null,Consumable,0.9,ConUS,PAOOOP,9/18/2019,9/18/2019 15:38,9/18/2019 15:38,null,1,null,2,J89,9/18/2019 15:38,GIE Demand,FALSE,0.90555555
193168,S114,RNLAF LEEUWARDEN,4450,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Royal Netherlands Air Force,Invoiced/Closed,2/5/2021 12:57,2/5/2021 13:29,2/9/2021 15:42,SO,322A,null,null,null,null,Consumable,0.02,OConUS,PAOOOP,2/5/2021,2/5/2021 12:57,2/5/2021 12:57,null,1,null,2,J89,2/5/2021 12:57,GIE Demand,FALSE,0.022222223
193169,S130,RAAF TINDAL,2903,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,3/29/2022 11:39,3/30/2022 0:38,3/31/2022 3:36,SO,75SQ,null,null,null,null,Consumable,0.54,OConUS,PAOOOP,3/29/2022,3/29/2022 11:39,3/29/2022 11:39,null,1,null,2,J89,3/29/2022 11:39,GIE Demand,FALSE,0.54097223
193170,KNLC,NAS LEMOORE,76931,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,8/30/2022 19:43,8/30/2022 22:24,8/31/2022 0:25,SO,PF6,null,null,null,null,Consumable,0.11,ConUS,PAOOOP,8/30/2022,8/30/2022 19:43,8/30/2022 19:43,null,1,null,2,J89,8/30/2022 19:43,GIE Demand,FALSE,0.11180556
193171,RJOI,MCAS IWAKUNI,31644,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,4/13/2021 19:56,4/14/2021 4:51,4/14/2021 5:07,SO,GF7,null,null,null,null,Consumable,0.37,OConUS,PAOOOP,4/13/2021,4/13/2021 19:56,4/13/2021 19:56,null,1,null,3,J89,4/13/2021 19:56,GIE Demand,FALSE,0.3715278
193172,YWLM,RAAF WILLIAMTOWN,53038,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:56,1/23/2023 0:42,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0194445
193173,KNYL,MCAS YUMA,52307,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:37,9/19/2019 9:29,9/19/2019 18:47,SO,GJ3,null,null,null,null,Consumable,0.74,ConUS,PAOOOP,9/18/2019,9/18/2019 15:37,9/18/2019 15:37,null,1,null,2,J89,9/18/2019 15:37,GIE Demand,FALSE,0.74444443
193174,S100,ROKAF CHEONGJU,8764,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROKAF,Invoiced/Closed,6/15/2020 0:18,6/16/2020 5:30,6/16/2020 5:40,SO,KR01,null,null,null,null,Consumable,1.21,OConUS,PAOOOP,6/15/2020,6/15/2020 0:18,6/15/2020 0:18,null,1,null,3,J89,6/15/2020 0:18,GIE Demand,FALSE,1.2166667
193175,YWLM,RAAF WILLIAMTOWN,53068,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:49,1/23/2023 0:39,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0145833
193176,KNYL,MCAS YUMA,44678,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,2/5/2019 18:21,2/6/2019 3:34,2/6/2019 5:20,SO,GJ3,null,null,null,null,Consumable,0.38,ConUS,PAOOOP,2/5/2019,2/5/2019 18:21,2/5/2019 18:21,null,1,null,2,J89,2/5/2019 18:21,GIE Demand,FALSE,0.38402778
193177,KNYL,MCAS YUMA,52179,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:17,9/19/2019 13:20,9/25/2019 22:01,SO,GE3,null,null,null,null,Consumable,0.91,ConUS,PAOOOP,9/18/2019,9/18/2019 15:17,9/18/2019 15:17,null,1,null,2,J89,9/18/2019 15:17,GIE Demand,FALSE,0.91875
193178,KNYL,MCAS YUMA,52232,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:22,9/19/2019 13:18,9/25/2019 22:09,SO,GE3,null,null,null,null,Consumable,0.91,ConUS,PAOOOP,9/18/2019,9/18/2019 15:22,9/18/2019 15:22,null,1,null,2,J89,9/18/2019 15:22,GIE Demand,FALSE,0.9138889
193179,S100,ROKAF CHEONGJU,14021,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROKAF,Invoiced/Closed,2/23/2021 0:26,2/23/2021 5:14,2/23/2021 10:03,SO,KR01,null,null,null,null,Consumable,0.2,OConUS,PAOOOP,2/23/2021,2/23/2021 0:26,2/23/2021 0:26,null,1,null,3,J89,2/23/2021 0:26,GIE Demand,FALSE,0.2
